"","X","display_title","mpaa_rating","critics_pick","byline","headline","summary_short","publication_date","opening_date","date_updated","link","multimedia"
"2303",2,"Maria by Callas","PG",1,"BEN KENIGSBERG","Review: Demystifying a Diva in ‘Maria by Callas’","The film proposes a corrective to the notion that Callas was a diva both onstage and off.","2018-11-01","2018-11-02","2018-12-01 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/01/movies/maria-by-callas-review.html', 'suggested_link_text': 'Read the New York Times Review of Maria by Callas'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/02/arts/02mariaby/02mariaby-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2304",3,"Bodied","R",1,"JEANNETTE CATSOULIS","Review: ‘Bodied,’ a Shockingly Funny Battle Rap Satire","Joseph Kahn’s outrageously smart film uses the battle rap scene to grab P.C. culture by the neck and squeeze.","2018-11-01","2018-11-02","2018-11-16 03:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/01/movies/bodied-review.html', 'suggested_link_text': 'Read the New York Times Review of Bodied'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/02/arts/02bodied1/bodied1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2305",4,"The Grief of Others","",1,"BILGE EBIRI","Review: In ‘The Grief of Others,’ Mourning Becomes Eclectic","Patrick Wang’s film, getting a long-overdue theatrical release, looks at a troubled family’s inability to mourn.","2018-11-01","","2018-11-09 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/01/movies/the-grief-of-others-review.html', 'suggested_link_text': 'Read the New York Times Review of The Grief of Others'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/10/30/arts/grief1/grief1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2306",5,"Infinite Football","",1,"GLENN KENNY","‘Infinite Football’ Review: Soccer and Other Existential Questions","By its end, the Romanian director Corneliu Porumboiu’s new documentary, nominally about world’s most popular sport, moves onto a plane of mysticism.","2018-11-08","2018-11-09","2018-11-08 12:04:10","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/08/movies/infinite-football-review-documentary.html', 'suggested_link_text': 'Read the New York Times Review of Infinite Football'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/09/arts/09infinite/merlin_146195229_63dc9e1c-787f-494c-b22f-2b268bf83a85-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2307",6,"Number 37","",1,"JEANNETTE CATSOULIS","‘Number 37’ Review: A Grungy South African Thriller","This slick film is cheerfully derivative yet doggedly entertaining.","2018-11-08","2018-11-09","2018-11-08 12:04:07","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/08/movies/number-37-review.html', 'suggested_link_text': 'Read the New York Times Review of Number 37'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/06/arts/number1/number1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2308",7,"Weightless","R",1,"KEN JAWOROWSKI","‘Weightless’ Review: A Look at Tough, Working-Class Lives","The film, with a screenplay by the playwright Enda Walsh and the director Jaron Albertin, follows a mentally ill man reuniting with his 10-year-old son.","2018-11-08","2018-11-09","2018-11-16 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/08/movies/weightless-review.html', 'suggested_link_text': 'Read the New York Times Review of Weightless'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/02/arts/weightless1/weightless1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2309",8,"The Ballad of Buster Scruggs","R",1,"A.O. SCOTT","‘The Ballad of Buster Scruggs’ Review: A Grim Western From the Coen Brothers","A.O. Scott says this cowboy anthology is among the silliest Coen brothers films, and also one of the grimmest.","2018-11-08","2018-11-16","2018-12-07 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/08/movies/the-ballad-of-buster-scruggs-review.html', 'suggested_link_text': 'Read the New York Times Review of The Ballad of Buster Scruggs'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/09/arts/09theballad1/09theballad1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2310",9,"Shoah: Four Sisters","",1,"BEN KENIGSBERG","‘Shoah: Four Sisters’ Review: Harrowing Tales of Survival in the Holocaust","Claude Lanzmann’s documentary shares the stories of four women through installments that can be watched independently or together.","2018-11-13","","2018-11-16 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/13/movies/shoah-four-sisters-review.html', 'suggested_link_text': 'Read the New York Times Review of Shoah: Four Sisters'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/14/arts/14shoah/14shoah-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2311",10,"At Eternity's Gate","PG-13",1,"MANOHLA DARGIS","‘At Eternity’s Gate’ Review: An Exquisite Portrayal of van Gogh at Work","A magnificent Willem Dafoe stars in Julian Schnabel’s film, a work that Manohla Dargis calls “an argument for art.”","2018-11-15","2018-11-16","2018-12-15 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/15/movies/at-eternitys-gate-review.html', 'suggested_link_text': ""Read the New York Times Review of At Eternity's Gate""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/16/arts/16ateternity-1/16ateternity-1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2312",11,"Ralph Breaks the Internet","PG",1,"BILGE EBIRI","‘Ralph Breaks the Internet’ Review: Disney Gets Caught in the Web","John C. Reilly and Sarah Silverman return to voice the characters in this social satire sequel that is downright scary.","2018-11-19","2018-11-21","2018-12-19 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/19/movies/ralph-breaks-the-internet-review.html', 'suggested_link_text': 'Read the New York Times Review of Ralph Breaks the Internet'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/21/arts/21ralphbreaks/21ralphbreaks-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2313",12,"Roma","R",1,"MANOHLA DARGIS","‘Roma’ Review: Alfonso Cuarón’s Masterpiece of Memory","Cuarón uses both intimacy and monumentality to express the depths of ordinary life in this autobiographical movie set in Mexico City in the 1970s.","2018-11-20","2018-12-14","2018-12-20 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/20/movies/roma-review.html', 'suggested_link_text': 'Read the New York Times Review of Roma'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/21/arts/21roma-1/merlin_146950056_edd65611-23f2-45f7-8909-a1b7d9942d0f-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2314",13,"Creed II","PG-13",1,"A.O. SCOTT","‘Creed II’ Review: A Poignant Boxing Movie Blends Old and New","Michael B. Jordan, Tessa Thompson and Sylvester Stallone reunite in a terrific follow-up to “Creed.”","2018-11-20","2018-11-21","2018-12-20 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/20/movies/creed-ii-review.html', 'suggested_link_text': 'Read the New York Times Review of Creed II'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/21/arts/21creedtwo1/merlin_146947662_d2429e2d-8851-48be-9c26-d0e50c35ae79-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2315",14,"The World Before Your Feet","",1,"BEN KENIGSBERG","‘The World Before Your Feet’ Review: Walk a Mile — or 8,000 — in Another Man’s Shoes","Not everyone can spend several years walking every block of New York. But spending 90 minutes doing that in this documentary is swell.","2018-11-20","2018-11-21","2018-12-20 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/20/movies/the-world-before-your-feet-review.html', 'suggested_link_text': 'Read the New York Times Review of The World Before Your Feet'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/21/arts/21worldbefore1/merlin_146950938_07fef26a-8b57-4d45-a820-40e5d8783779-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2316",15,"The Favourite","R",1,"A.O. SCOTT","‘The Favourite’ Review: Scheming for Power in a Kinky Palace Triangle","Yorgos Lanthimos’s new film, starring Olivia Colman, Emma Stone and Rachel Weisz, turns 18th-century royal intrigue into sublime and ridiculous comedy.","2018-11-21","2018-11-23","2018-12-21 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/21/movies/the-favourite-review.html', 'suggested_link_text': 'Read the New York Times Review of The Favourite'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/23/arts/23thefavourite-print1/23thefavourite-print1-mediumThreeByTwo210-v3.jpg', 'width': 210, 'height': 140}"
"2317",16,"Shoplifters","R",1,"MANOHLA DARGIS","‘Shoplifters’ Review: A Family That Steals Together, Stays Together","In this beautifully felt drama, the Japanese director Hirokazu Kore-eda dives into the mess of life with a story about a family on the ragged edge.","2018-11-22","2018-11-23","2018-12-22 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/22/movies/shoplifters-review.html', 'suggested_link_text': 'Read the New York Times Review of Shoplifters'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/23/arts/23shoplifterspix1/merlin_146950422_cdf94069-a72a-4dfb-ae9d-6d4222e39c29-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2318",17,"Becoming Astrid","",1,"JEANNETTE CATSOULIS","‘Becoming Astrid’ Review: A Children’s Author Finds Her Voice","This biopic of the Swedish writer of the “Pippi Longstocking” series hits familiar beats, but its performances are pitch perfect.","2018-11-22","","2018-12-07 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/22/movies/becoming-astrid-review-a-childrens-author-finds-her-voice.html', 'suggested_link_text': 'Read the New York Times Review of Becoming Astrid'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/23/arts/23becomingastrid/23becomingastrid-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2319",18,"Inquiring Nuns","Not Rated",1,"GLENN KENNY","‘Inquiring Nuns’ Review: A Simple Question Yields Many Profound Answers","In this newly restored 1968 documentary, two nuns ask a variety of passers-by in Chicago: “Are you happy?”","2018-11-22","2018-11-23","2018-11-22 12:04:03","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/22/movies/inquiring-nuns-review.html', 'suggested_link_text': 'Read the New York Times Review of Inquiring Nuns'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/23/arts/23inquiringnuns/23inquiringnuns-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2320",19,"Invisible Hands","",1,"JEANNETTE CATSOULIS","‘Invisible Hands’ Review: The Children Fueling Global Capitalism","Shraysi Tandon’s dense investigative documentary jumps into the murky and shameful world of child trafficking and forced labor.","2018-11-22","2018-11-23","2018-11-30 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/22/movies/invisible-hands-review.html', 'suggested_link_text': 'Read the New York Times Review of Invisible Hands'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/23/arts/23invisible1/23invisible1-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2321",0,"Rams","",1,"GLENN KENNY","‘Rams’ Review: The Man Who Made Our Machines Beautiful","Easy-to-use products with clean lines started with Dieter Rams. Meet the German designer in this elegant new documentary.","2018-11-27","2018-11-28","2018-12-21 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/27/movies/dieter-rams-review-documentary.html', 'suggested_link_text': 'Read the New York Times Review of Rams'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/28/arts/28rams/28rams-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2322",1,"Happy as Lazzaro","PG-13",1,"A.O. SCOTT","‘Happy as Lazzaro’ Review: This Modern Fairy Tale Is an Instant Classic","A man’s journey from the feudal countryside to the modern city has the urgency of a news bulletin. A.O. Scott calls it one of the year’s best films.","2018-11-29","2018-11-30","2018-12-07 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/29/movies/happy-as-lazzaro-review.html', 'suggested_link_text': 'Read the New York Times Review of Happy as Lazzaro'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/30/arts/30Lazzaro/30Lazzaro-mediumThreeByTwo210-v3.jpg', 'width': 210, 'height': 140}"
"2323",2,"United Skates","",1,"TEO BUGBEE","‘United Skates’ Review: A Rallying Cry for Black Roller Skating Culture","Dyana Winkler and Tina Brown’s elegiac, euphoric documentary is a passion project in the best sense of the word.","2018-11-29","2018-11-30","2018-12-07 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/29/movies/united-skates-review.html', 'suggested_link_text': 'Read the New York Times Review of United Skates'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/30/arts/30unitedskates/30unitedskates-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2324",3,"Mirai","PG",1,"BILGE EBIRI","‘Mirai’ Review: A Charming Animated Trip Into a Family’s Past","The birth of a sibling can feel like the end of the world to a child, but for a little boy named Kun, envy turns to wonder as a new universe opens up.","2018-11-29","","2018-12-09 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/29/movies/mirai-review.html', 'suggested_link_text': 'Read the New York Times Review of Mirai'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/30/arts/30mirari/30submiraipix-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2325",4,"Sicilian Ghost Story","",1,"JEANNETTE CATSOULIS","‘Sicilian Ghost Story’ Review: Fairy-Tale Love Meets Real-Life Crime","Flipping from bucolic to brutal with distressing ease, this beautifully realized movie views a Mafia kidnapping through the prism of first love.","2018-11-29","2018-11-30","2018-12-14 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/29/movies/sicilian-ghost-story-review.html', 'suggested_link_text': 'Read the New York Times Review of Sicilian Ghost Story'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/30/arts/30sicilian1/sicilian1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2326",5,"Electro-Pythagorus: A Portrait of Martin Bartlett","",1,"GLENN KENNY","‘Electro-Pythagorus’ Review: An Experimental Look at an Innovator","Luke Fowler imbues this film about the electronic musician Martin Bartlett with a numinous quality reflective of the subject’s work and aesthetic.","2018-11-29","2018-11-30","2018-12-07 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/11/29/movies/electro-pythagorus-review.html', 'suggested_link_text': 'Read the New York Times Review of Electro-Pythagorus: A Portrait of Martin Bartlett'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/11/30/movies/30electro/30electro-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2327",6,"Tyrel","",1,"BILGE EBIRI","‘Tyrel’ Review: Drowning in a Whirlpool of Drunken Dudes","Sebastián Silva’s film is a racially charged cringe comedy-drama about being stuck with a group of guys you barely know.","2018-12-04","2018-12-05","2018-12-21 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/04/movies/tyrel-review.html', 'suggested_link_text': 'Read the New York Times Review of Tyrel'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/05/arts/05tyrel1/tyrel1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2328",7,"The Charmer","",1,"WESLEY MORRIS","‘The Charmer’ Review: Desperate Man Seeks Willing Lover. Watch Out.","This Danish thriller is the first feature from the writer and director Milad Alami. Details are revealed in “nail-biting” style, our critic writes.","2018-12-04","2018-12-05","2018-12-19 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/04/movies/the-charmer-review.html', 'suggested_link_text': 'Read the New York Times Review of The Charmer'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/05/arts/05thecharmer/05thecharmer-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2329",8,"Amazing Grace","",1,"WESLEY MORRIS","‘Amazing Grace’ Review: Aretha Franklin Is Glorious in a Rousing Concert Film","The film Aretha Franklin didn’t want you to see arrives in theaters. It captures an incandescent Queen of Soul recording her 1972 live album.","2018-12-05","","2018-12-14 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/05/movies/amazing-grace-review.html', 'suggested_link_text': 'Read the New York Times Review of Amazing Grace'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/07/arts/07AMAZINGGRACE-1/07AMAZINGGRACE-1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2330",9,"Ben Is Back","R",1,"A.O. SCOTT","‘Ben Is Back’ Review: A Mother and Son Face the Horrors of Addiction","Strong performances by Lucas Hedges and Julia Roberts anchor this somber, scary family drama.","2018-12-05","2018-12-07","2019-01-05 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/05/movies/ben-is-back-review.html', 'suggested_link_text': 'Read the New York Times Review of Ben Is Back'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/07/arts/07benisback/07benisback-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2331",10,"Vox Lux","R",1,"MANOHLA DARGIS","‘Vox Lux’ Review: An Apocalyptic Star Is Born","In Brady Corbet’s new movie, Natalie Portman plays a pop star, a teenage victim of a mass shooting who has grown up to become a 21st-century brand.","2018-12-06","2018-12-07","2019-01-02 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/06/movies/vox-lux-review.html', 'suggested_link_text': 'Read the New York Times Review of Vox Lux'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/07/arts/07voxlux-1/07voxlux-1-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2332",11,"The Party's Just Beginning","",1,"GLENN KENNY","‘The Party’s Just Beginning’ Review: Loss and Love in Inverness","The actress Karen Gillan gets glum to play a depressed young woman in her feature directorial debut.","2018-12-06","2018-12-07","2018-12-14 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/06/movies/the-partys-just-beginning-review.html', 'suggested_link_text': ""Read the New York Times Review of The Party's Just Beginning""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/03/arts/party1/party1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2333",12,"Divide and Conquer: The Story of Roger Ailes","",1,"BEN KENIGSBERG","‘Divide and Conquer: The Story of Roger Ailes’ Review: Portrait of a News Exec","Alexis Bloom’s film gives viewers a credible sense of Ailes’s psychology through the testimony of peers and co-workers who witnessed his ruthlessness firsthand.","2018-12-06","2018-12-07","2018-12-06 12:04:05","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/06/movies/divide-and-conquer-the-story-of-roger-ailes-review.html', 'suggested_link_text': 'Read the New York Times Review of Divide and Conquer: The Story of Roger Ailes'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/05/arts/divide1/merlin_147542478_d399c74d-4b2d-4c29-9073-48e21b8a3816-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2334",13,"If Beale Street Could Talk","R",1,"MANOHLA DARGIS","‘If Beale Street Could Talk’ Review: Trusting Love in a World Ruled by Hate","The couple in this adaptation of James Baldwin’s novel are loving while black, an existential truth that is turned into a nightmare.","2018-12-12","2018-12-25","2019-01-12 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/12/movies/if-beale-street-could-talk-review.html', 'suggested_link_text': 'Read the New York Times Review of If Beale Street Could Talk'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/19/arts/beale-street-anatomy2/beale-street-anatomy2-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2335",14,"Spider-Man: Into the Spider-Verse","PG",1,"A.O. SCOTT","‘Spider-Man: Into the Spider-Verse’ Review: A Fresh Take on a Venerable Hero","This lively, diverse comic-book movie brings some fun to a genre that often takes itself too seriously.","2018-12-12","2018-12-14","2019-01-12 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/12/movies/spider-man-into-the-spider-verse-review.html', 'suggested_link_text': 'Read the New York Times Review of Spider-Man: Into the Spider-Verse'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/14/arts/14spiderman/14spiderman-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2336",15,"Capernaum","R",1,"A.O. SCOTT","‘Capernaum’ Review: A Heartbreaking and Defiant Look at a Boy’s Life in Beirut","Like a Charles Dickens hero, Zain makes his way through a city where cruelty and injustice threaten to overwhelm kindness and decency.","2018-12-13","2018-12-14","2019-01-13 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/13/movies/capernaum-review.html', 'suggested_link_text': 'Read the New York Times Review of Capernaum'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/14/arts/14CAPERNAUM/14CAPERNAUM-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2337",16,"Ghostbox Cowboy","",1,"GLENN KENNY","‘Ghostbox Cowboy’ Review: An Absurd Entrepreneur Is Lost in Asia","John Maringouin directs a dryly funny dissection of entrepreneurial absurdism bleeding into existential and metaphysical despair.","2018-12-13","2018-12-14","2018-12-21 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/13/movies/ghostbox-cowboy-review.html', 'suggested_link_text': 'Read the New York Times Review of Ghostbox Cowboy'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/14/arts/14ghostboxcowboy/14ghostboxcowboy-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2338",17,"Lots of Kids, a Monkey and a Castle","",1,"GLENN KENNY","‘Lots of Kids, a Monkey and a Castle’ Review: She Wanted Three Things in Life","The Spanish actor Gustavo Salmerón stitches together an affectionate, frank portrait of his indomitable mother in this family documentary.","2018-12-13","2018-12-14","2018-12-21 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/13/movies/lots-of-kids-a-monkey-and-a-castle-review.html', 'suggested_link_text': 'Read the New York Times Review of Lots of Kids, a Monkey and a Castle'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/14/movies/14lotsofkids1/merlin_147856074_84a629fa-cf62-43bd-83a3-85bb9b540db8-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2339",18,"Dead Souls","",1,"BILGE EBIRI","‘Dead Souls’ Review: Forgotten Victims of Mao’s Camps Speak","More than eight hours long and harrowing to watch, Wang Bing’s “Dead Souls” is a necessary look at China’s brutal re-education camps for “rightists.”","2018-12-13","2018-12-14","2018-12-13 10:04:03","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/13/movies/dead-souls-review.html', 'suggested_link_text': 'Read the New York Times Review of Dead Souls'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/14/arts/14DEADSOULS/14DEADSOULSSUBPIX-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2340",19,"Bumblebee","PG-13",1,"GLENN KENNY","‘Bumblebee’ Review: Finally, a ‘Transformers’ Movie That’s Actually Good","The actress Hailee Steinfeld and the director Travis Knight make this the most appealing film in the “Transformers” series.","2018-12-18","2018-12-21","2019-01-18 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/18/movies/bumblebee-review.html', 'suggested_link_text': 'Read the New York Times Review of Bumblebee'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/21/arts/21BUMBLEBEE-1/21BUMBLEBEE-1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2341",0,"Cold War","R",1,"MANOHLA DARGIS","‘Cold War’ Review: Love Without Borders","In post-World War II Poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.","2018-12-20","2018-12-21","2019-01-20 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/20/movies/cold-war-review.html', 'suggested_link_text': 'Read the New York Times Review of Cold War'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/21/arts/21coldwar-1/21coldwar-1-mediumThreeByTwo210-v2.jpg', 'width': 210, 'height': 140}"
"2342",1,"Destroyer","R",1,"MANOHLA DARGIS","‘Destroyer’ Review: A Very Good Nicole Kidman Plays a Very Bad Woman","In the latest from Karyn Kusama (“Girlfight”), a corrupt female cop searches for a killer and possible redemption in the land of sunshine and noir.","2018-12-24","2018-12-25","2019-01-24 17:44:02","{'type': 'article', 'url': 'http://www.nytimes.com/2018/12/24/movies/destroyer-review.html', 'suggested_link_text': 'Read the New York Times Review of Destroyer'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2018/12/25/arts/25destroyer1/25destroyer1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2343",2,"Grave of the Fireflies","Not Rated",1,"GLENN KENNY","‘Grave of the Fireflies’ Review: A Pioneering Animated Classic","Isao Takahata’s 1988 masterpiece finally gets a proper theatrical run in New York.","2019-01-03","1989-07-26","2019-01-18 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/01/03/movies/grave-of-the-fireflies-review.html', 'suggested_link_text': 'Read the New York Times Review of Grave of the Fireflies'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/01/04/arts/04grave1/grave1-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2344",3,"The Venerable W.","",1,"GLENN KENNY","‘The Venerable W.’ Review: A Buddhist Monk Preaches Hate","The director Barbet Schroeder follows Ashin Wirathu as he foments racial hatred and violence against Myanmar’s Muslim population.","2019-01-03","2019-01-04","2019-01-03 12:04:03","{'type': 'article', 'url': 'http://www.nytimes.com/2019/01/03/movies/the-venerable-w-review.html', 'suggested_link_text': 'Read the New York Times Review of The Venerable W.'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/01/04/arts/04thevenerable/04thevenerable-mediumThreeByTwo210.jpg', 'width': 210, 'height': 140}"
"2345",4,"The Heiresses","",1,"A.O. SCOTT","‘The Heiresses’ Review: A Surprising Drama of Status and Sexuality","Marcelo Martinessi’s debut feature from Paraguay will probably defy your initial expectations about the story.","2019-01-15","","2019-02-15 17:44:01","{'type': 'article', 'url': 'http://www.nytimes.com/2019/01/15/movies/the-heiresses-review.html', 'suggested_link_text': 'Read the New York Times Review of The Heiresses'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2019/01/16/arts/16theheiresses/16theheiresses-mediumThreeByTwo210-v3.jpg', 'width': 210, 'height': 140}"
